#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.kgXref.mRNA	mm10.kgXref.geneSymbol
uc007dgn.2	chr1	-	162647242	162658219	NM_001177581	7420461P10Rik
uc007dgq.1	chr1	-	162671784	162698273	AK079353	Prrc2c
uc007dgr.1	chr1	-	162671784	162740556	NM_001081290	Prrc2c
uc007dgs.1	chr1	-	162704368	162740556	AK166509	Prrc2c
uc007dgv.1	chr1	-	162793882	162812653	NM_144878	Fmo4
uc007dgw.1	chr1	-	162802852	162813672	AK146562	Fmo4
uc007dgx.1	chr1	-	162829560	162866548	NM_010231	Fmo1
uc007dgy.1	chr1	-	162833529	162859954	AK143940	Fmo1
uc007dgz.1	chr1	-	162875046	162886515	AK129026	Fmo2
uc007dha.1	chr1	-	162875046	162898386	AF184981	Fmo2
uc007dhb.1	chr1	-	162875046	162898712	NM_018881	Fmo2
uc011wur.1	chr1	-	162916550	162937225	NM_001178038	Fmo6
uc007dhe.2	chr1	-	162953798	162984528	NM_008030	Fmo3
uc007dhf.2	chr1	-	162963513	162984528	AK050123	Fmo3
uc007dhg.2	chr1	-	163024301	163085670	NM_030071	Mroh9
uc007dhh.1	chr1	-	163245118	163313650	NM_175686	Prrx1
uc007dhi.1	chr1	-	163245118	163313650	NM_011127	Prrx1
uc007dhk.1	chr1	-	163255276	163313650	NM_001025570	Prrx1
uc007dhl.2	chr1	-	163384902	163403669	NM_178883	Gorab
uc011wus.1	chr1	-	163702992	163725232	NM_001143956	Mettl11b
uc007dho.2	chr1	+	163779582	163917107	NM_010629	Kifap3
uc007dhq.2	chr1	+	163929764	163955126	NM_028776	Scyl3
uc007dhs.1	chr1	-	163945992	163990759	AK141661	BC055324
uc007dhu.1	chr1	-	163954007	163994781	NM_201364	BC055324
uc007dhv.2	chr1	+	163994914	163997244	BC038687	Mettl18
uc007dhw.2	chr1	+	163994944	163997244	NM_027279	Mettl18
uc033fmr.1	chr1	+	163996111	163997200	CCDS15431	Mettl18
uc007dhx.1	chr1	+	164048233	164057677	NM_011345	Sele
uc007dhy.2	chr1	+	164062075	164080785	NM_011346	Sell
uc011wuv.1	chr1	+	164062075	164080785	NM_001164059	Sell
uc007dhz.2	chr1	+	164115263	164150026	NM_011347	Selp
uc007dib.2	chr1	-	164148575	164152217	NR_037987	Gm16548
uc007dic.2	chr1	+	164151834	164220277	NM_007976	F5
uc007did.2	chr1	+	164249045	164265385	NM_054087	Slc19a2
uc007dif.2	chr1	+	164275597	164287847	NM_029115	Ccdc181
uc007dig.1	chr1	-	164289799	164307484	NM_025505	Blzf1
uc007dih.1	chr1	-	164289799	164307484	NM_001160208	Blzf1
uc007dii.2	chr1	-	164289799	164307484	NM_001160209	Blzf1
uc007dik.1	chr1	+	164307300	164349435	NM_178071	Nme7
uc007din.3	chr1	+	164307300	164437300	NM_138314	Nme7
uc007dip.2	chr1	-	164437098	164458355	NM_009721	Atp1b1
uc007diq.1	chr1	+	164796731	164824266	NM_019759	Dpt
uc007dir.2	chr1	+	164863120	164871438	NR_040303	Gm20743
uc007dis.1	chr1	-	164931647	164935510	NM_008510	Xcl1
uc007div.2	chr1	-	165066616	165091930	NR_040480	4930568G15Rik
uc007diw.1	chr1	-	165137852	165160773	NM_032005	Tbx19
uc007dix.2	chr1	-	165174340	165194433	NM_145512	Sft2d2
uc007diz.2	chr1	-	165212285	165236958	NM_145513	Tiprl
uc007dja.2	chr1	+	165295765	165326745	NM_001081126	Gpr161
uc007djb.2	chr1	-	165329500	165460463	NM_028759	Dcaf6
uc007djd.1	chr1	+	165461207	165481214	NM_027430	Mpc2
uc007djf.1	chr1	+	165485182	165576773	NM_173029	Adcy10
uc011wva.1	chr1	+	165509910	165543327	EU478437	Adcy10
uc007djh.1	chr1	-	165592180	165634541	NM_001083897	Mpzl1
uc007dji.1	chr1	-	165592180	165634541	NM_001001880	Mpzl1
uc007djj.1	chr1	-	165648944	165708094	NM_178593	Rcsd1
uc007djk.1	chr1	-	165648944	165708094	NM_001038846	Rcsd1
uc007djm.1	chr1	+	165763779	165775304	NM_011804	Creg1
uc007djn.2	chr1	+	165788680	165862112	NM_001113391	Cd247
uc007djo.2	chr1	+	165788680	165867436	NM_031162	Cd247
uc007djq.2	chr1	+	165788680	165871153	NM_001113393	Cd247
uc007djp.2	chr1	+	165788680	165871153	NR_103716	Cd247
uc007djr.2	chr1	+	165788680	165871153	NM_001113392	Cd247
uc007dju.2	chr1	-	165865153	165892119	AK082573	Pou2f1
uc007djw.2	chr1	-	165865153	165934948	NM_198934	Pou2f1
uc007djx.2	chr1	-	165865153	165934948	NM_198933	Pou2f1
uc007djy.2	chr1	-	165865153	166002634	NM_011137	Pou2f1
uc007djz.2	chr1	-	165865153	166002634	NM_198932	Pou2f1
uc007djv.1	chr1	-	165875473	165917022	X70324	Pou2f1
uc007dka.1	chr1	-	165875473	166002634	X68364	Pou2f1
uc007dkb.2	chr1	-	165879926	165934948	X56230	Pou2f1
uc007dkc.2	chr1	-	165879926	165934948	AJ489474	Pou2f1
uc007dkd.2	chr1	-	165879926	165934948	AJ489475	Pou2f1
uc007dke.1	chr1	-	165891287	166002634	AY177625	Pou2f1
uc007dkh.2	chr1	-	166098147	166127898	NM_001033344	Dusp27
uc007dki.2	chr1	-	166098147	166127898	NM_001160049	Dusp27
uc007dkj.1	chr1	+	166130459	166166510	NM_021610	Gpa33
uc007dkk.1	chr1	-	166201384	166238744	NM_175296	Mael
uc011wvd.1	chr1	+	166254138	166316832	NM_001164528	Ildr2
uc011wve.1	chr1	+	166254138	166316832	FJ024496	Ildr2
uc011wvf.1	chr1	+	166254138	166316832	FJ024498	Ildr2
uc011wvh.1	chr1	+	166254138	166316832	FJ024499	Ildr2
uc011wvi.1	chr1	+	166254138	166316832	FJ024497	Ildr2
uc007dkm.2	chr1	+	166379166	166393620	NM_030245	Tada1
uc007dkp.3	chr1	-	166393611	166409828	NM_175170	Pogk
uc011wvk.2	chr1	-	166393611	166409828	NM_001142948	Pogk
uc011wvl.1	chr1	-	166483612	166497588	NM_001164306	Gm4846
uc011wvm.1	chr1	-	166628970	166647693	NM_001164312	Gm4847
uc007dkq.1	chr1	-	166662054	166681845	NM_172844	Fmo9
uc011wvn.1	chr1	-	166662054	166681845	BC111885	Fmo9
uc007dkr.2	chr1	-	166974022	166999730	NR_037988	Gm16701
uc011wvo.1	chr1	+	167001416	167091302	NM_001160262	Fam78b
uc007dks.2	chr1	+	167001416	167091302	NM_175461	Fam78b
uc007dkt.2	chr1	+	167001416	167091302	NM_001160261	Fam78b
uc007dku.2	chr1	-	167226083	167285127	NM_030724	Uck2
uc007dkv.1	chr1	+	167308669	167333978	NM_001039483	Tmco1
uc007dkx.1	chr1	+	167349990	167368530	NM_019993	Aldh9a1
uc007dky.1	chr1	-	167372383	167393797	NM_025569	Mgst3
uc007dkz.1	chr1	-	167445674	167466780	NM_001013382	Lrrc52
uc007dla.2	chr1	+	167598361	167639623	NM_009107	Rxrg
uc007dlb.2	chr1	+	167618264	167639623	NM_001159731	Rxrg
uc007dlc.1	chr1	+	167689557	167848733	NM_033652	Lmx1a
uc007dld.2	chr1	-	168119363	168432169	NM_008783	Pbx1
uc007dle.2	chr1	-	168153526	168432169	NM_183355	Pbx1
uc007dlj.1	chr1	-	169497933	169531464	NM_023284	Nuf2
uc007dlk.1	chr1	-	169497933	169531464	AK162249	Nuf2
uc007dll.1	chr1	-	169510118	169531464	AK089939	Nuf2
uc007dlm.2	chr1	+	169655500	169695813	NM_009063	Rgs5
uc007dln.1	chr1	-	169741476	169747642	NM_009062	Rgs4
uc007dlo.1	chr1	+	169928938	169934653	NM_001033185	Ccdc190
uc011wvq.1	chr1	+	169929918	169934653	BC172001	Ccdc190
uc007dlp.1	chr1	-	169949536	169969205	NM_010476	Hsd17b7
uc007dlq.1	chr1	-	169955500	169969205	AK077914	Hsd17b7
uc007dls.2	chr1	+	169969408	169972396	NR_040438	3110045C21Rik
uc011wvr.1	chr1	-	169972306	170088944	NM_022563	Ddr2
uc007dlu.2	chr1	-	169972306	170110559	X76505	Ddr2
uc007dlw.2	chr1	-	170141222	170174964	NM_133806	Uap1
uc007dma.1	chr1	-	170199255	170215393	NM_010633	Uhmk1
uc007dmb.1	chr1	+	170232870	170251587	NM_001033499	Sh2d1b2
uc007dmc.1	chr1	+	170277323	170285662	NM_012009	Sh2d1b1
uc011wvs.1	chr1	-	170298192	170306332	NM_001198955	Gm7694
uc007dmd.1	chr1	+	170308860	170312125	NM_001039593	1700015E13Rik
uc011wvt.1	chr1	-	170317495	170589849	NM_001109985	Nos1ap
uc007dmf.1	chr1	-	170323910	170557110	NM_027528	Nos1ap
uc007dmg.1	chr1	-	170323910	170589849	AK018149	Nos1ap
uc007dmi.2	chr1	+	170644531	170682789	NM_177068	Olfml2b
uc007dmj.1	chr1	-	170704456	170867771	NM_001081304	Atf6
uc007dml.1	chr1	-	170874187	170885540	NM_023173	Dusp12
uc007dmp.1	chr1	-	170907272	170912941	NM_001029984	Fcrlb
uc007dmq.2	chr1	-	170917593	170927583	NM_145141	Fcrla
uc007dmr.2	chr1	-	170917593	170927583	NM_001160215	Fcrla
uc011wvu.1	chr1	-	170917593	170927583	NR_027666	Fcrla
uc011wvv.2	chr1	-	170960558	170976047	U51629	Fcgr2b
uc007dms.2	chr1	-	170960558	170976071	NM_001077189	Fcgr2b
uc007dmt.2	chr1	-	170960558	170976071	NM_010187	Fcgr2b
uc007dmv.1	chr1	-	170964332	170976071	AK080885	Fcgr2b
uc007dmw.2	chr1	+	171018925	171029761	NM_144559	Fcgr4
uc007dmy.2	chr1	-	171051168	171058052	AK163401	Fcgr3
uc011wvw.1	chr1	-	171051168	171059403	NM_010188	Fcgr3
uc007dmz.2	chr1	-	171051168	171059403	AK169887	Fcgr3
uc007dna.1	chr1	+	171121660	171126967	NM_001081275	Cfap126
uc007dnb.2	chr1	-	171129156	171150603	NM_025321	Sdhc
uc007dnc.2	chr1	+	171150712	171161130	NM_008623	Mpz
uc009uzy.1	chr1	-	171173263	171196286	NM_025557	Pcp4l1
uc011wvx.2	chr1	+	171213969	171218845	NM_001243063	Nr1i3
uc007dnf.2	chr1	+	171213969	171218845	NM_009803	Nr1i3
uc007dng.2	chr1	+	171213969	171218845	NM_001243062	Nr1i3
uc011wvy.2	chr1	+	171213969	171218845	AK149430	Nr1i3
uc007dni.1	chr1	-	171217802	171222184	BC058978	Tomm40l
uc007dnj.1	chr1	-	171217802	171222514	NM_001037170	Tomm40l
uc007dnk.2	chr1	+	171225053	171226379	NM_013474	Apoa2
uc007dnl.1	chr1	-	171229571	171234349	NM_010185	Fcer1g
uc007dnm.2	chr1	-	171234852	171247122	NM_153064	Ndufs2
uc007dnn.1	chr1	+	171250421	171259922	NM_172845	Adamts4
uc007dno.1	chr1	+	171252115	171259922	AK076295	Adamts4
uc007dnp.2	chr1	+	171270327	171276895	NM_020579	B4galt3
uc007dnq.2	chr1	+	171270327	171276895	AK155471	B4galt3
uc007dnr.2	chr1	+	171270327	171276895	BC004095	B4galt3
uc007dns.1	chr1	-	171276991	171281186	NM_008911	Ppox
uc011wwa.1	chr1	-	171281952	171287961	NM_013919	Usp21
uc007dnu.1	chr1	-	171283014	171285384	AK011148	Usp21
uc033fnw.1	chr1	-	171283014	171286949	KF646669	Usp21
uc007dnw.1	chr1	-	171288563	171294982	NM_025388	Ufc1
uc007dny.2	chr1	+	171329144	171342501	NM_001128609	Dedd
uc007dnx.2	chr1	+	171329144	171342501	NM_011615	Dedd
uc007dnz.2	chr1	+	171331233	171342501	AK134547	Dedd
uc007dob.2	chr1	-	171342236	171345645	NM_001242580	Nit1
uc007doa.2	chr1	-	171342236	171345645	NM_012049	Nit1
uc007doc.1	chr1	+	171345698	171358170	NM_011070	Pfdn2
uc007dod.1	chr1	-	171358448	171360798	NM_001033039	Klhdc9
uc007dof.2	chr1	+	171370172	171388287	NM_027893	Pvrl4
uc011wwc.1	chr1	+	171370172	171388287	NM_001122680	Pvrl4
uc007doh.2	chr1	+	171388959	171410239	NM_001005508	Arhgap30
uc007dol.2	chr1	+	171411680	171418759	NM_009480	Usf1
uc011wwd.1	chr1	+	171419032	171420352	NM_001164525	Tstd1
uc007doo.1	chr1	+	171437560	171464593	NM_172647	F11r
uc007dop.1	chr1	+	171503477	171504750	NM_019484	Alyref2
uc007doq.2	chr1	-	171518123	171535294	NM_010584	Itln1
uc007dor.1	chr1	+	171559192	171578250	AF082803	Cd244
uc007dos.1	chr1	+	171559192	171585316	NM_018729	Cd244
uc007dou.2	chr1	-	171588612	171607410	NM_008534	Ly9
uc007dow.1	chr1	-	171632402	171649007	AK040678	Slamf7
uc007dox.1	chr1	-	171632402	171653037	NM_144539	Slamf7
uc007doy.1	chr1	-	171636228	171649007	AK089525	Slamf7
uc007doz.1	chr1	+	171682054	171705257	NM_007649	Cd48
uc007dpb.1	chr1	+	171767131	171793077	AF149792	Slamf1
uc007dpc.1	chr1	+	171767131	171801184	NM_013730	Slamf1
uc007dpe.2	chr1	+	171839696	171890718	NM_013489	Cd84
uc007dpg.1	chr1	+	171917536	171943868	NM_030710	Slamf6
uc011wwh.1	chr1	+	171917536	171948075	EU591721	Slamf6
uc007dph.1	chr1	+	171917536	171953167	BC030031	Slamf6
uc007dpi.2	chr1	-	172000959	172028045	NM_033509	Vangl2
uc011wwi.2	chr1	-	172000959	172028045	AK033128	Vangl2
uc007dpj.2	chr1	-	172052291	172057596	NM_010916	Nhlh1
uc033fnz.1	chr1	-	172053895	172054297	CCDS15506	Nhlh1
uc007dpk.2	chr1	-	172066012	172082749	NM_021607	Ncstn
uc007dpn.2	chr1	+	172082528	172122332	NM_009938	Copa
uc007dpp.2	chr1	+	172114336	172122332	AK032071	Copa
uc007dpq.2	chr1	+	172126754	172136497	NM_023041	Pex19
uc011wwj.1	chr1	+	172126754	172136497	NM_001159525	Pex19
uc007dpr.2	chr1	+	172148014	172173430	AK047316	Dcaf8
uc007dps.2	chr1	+	172148014	172188581	AK164799	Dcaf8
uc007dpt.2	chr1	+	172148014	172189808	AK167059	Dcaf8
uc007dpu.2	chr1	+	172148014	172196393	NM_153555	Dcaf8
uc007dpw.2	chr1	+	172148141	172196393	AK098114	Dcaf8
uc007dpx.2	chr1	+	172148177	172196393	BC078641	Dcaf8
uc007dpy.1	chr1	-	172196728	172206781	NM_011063	Pea15a
uc007dpz.2	chr1	-	172209893	172213955	AK049865	Casq1
uc007dqa.2	chr1	-	172209893	172219895	NM_009813	Casq1
uc011wwk.1	chr1	-	172223507	172258424	NM_013734	Atp1a4
uc007dqb.2	chr1	+	172261631	172319843	BC060087	Igsf8
uc007dqc.1	chr1	-	172271708	172298064	NM_178405	Atp1a2
uc011wwl.1	chr1	-	172271708	172298064	AK129212	Atp1a2
uc007dqd.1	chr1	-	172284308	172298064	AK052863	Atp1a2
uc007dqe.2	chr1	+	172312366	172319843	NM_080419	Igsf8
uc007dqg.1	chr1	-	172321032	172329263	NM_008429	Kcnj9
uc007dqh.1	chr1	-	172321032	172329263	U11860	Kcnj9
uc007dqi.1	chr1	-	172325304	172328128	AK015907	Kcnj9
uc007dqj.1	chr1	+	172341209	172374085	NM_001039484	Kcnj10
uc033foa.1	chr1	+	172368920	172370060	CCDS15512	Kcnj10
uc007dqk.2	chr1	+	172376530	172384099	NM_026234	Pigm
uc007dql.2	chr1	+	172475359	172478409	NM_029612	Slamf9
uc007dqn.2	chr1	+	172482212	172498877	NM_001145800	Igsf9
uc011wwn.1	chr1	+	172482316	172498877	NM_033608	Igsf9
uc007dqp.1	chr1	+	172500245	172507375	NM_178598	Tagln2
uc007dqq.2	chr1	+	172521129	172545870	NM_027972	Cfap45
uc007dqr.1	chr1	-	172541619	172550806	NR_040558	4933439K11Rik
uc007dqs.2	chr1	+	172555937	172563717	NM_177723	Vsig8
uc007dqt.2	chr1	+	172559905	172563717	NR_027644	Vsig8
uc007dqu.1	chr1	-	172581376	172590568	NM_029084	Slamf8
uc011wwo.1	chr1	-	172596639	172602551	NM_001164725	Fcrl6
uc007dqw.1	chr1	-	172630768	172632974	NM_026725	Dusp23
uc011wwq.1	chr1	+	172698055	172699966	NM_007768	Crp
uc007dqy.2	chr1	-	172893960	172895054	NM_011318	Apcs
uc007dqz.2	chr1	+	172956767	172957817	NM_008763	Olfr16
uc007dra.1	chr1	-	173130282	173131215	NM_146764	Olfr1408
uc007drb.2	chr1	-	173183441	173184504	NM_146763	Olfr1406
uc007drc.1	chr1	+	173203357	173204299	NM_001001809	Olfr218
uc007drd.2	chr1	+	173215606	173216640	NM_146881	Olfr1404
uc007dre.2	chr1	-	173221270	173227229	NM_010184	Fcer1a
uc007drf.2	chr1	+	173270146	173271137	NM_146651	Olfr418
uc029qus.1	chr1	-	173274460	173277756	NM_001205011	Mptx2
uc007drg.1	chr1	-	173331885	173333503	NM_010045	Ackr1
uc007drh.1	chr1	-	173334253	173344545	BC079837	Cadm3
uc007dri.1	chr1	-	173334253	173367695	NM_053199	Cadm3
uc007drj.1	chr1	-	173342514	173367695	AK036352	Cadm3
uc007drk.1	chr1	-	173344574	173367695	BC079837	Cadm3
uc011wws.1	chr1	+	173420603	173466036	NM_001013779	Aim2
uc007dro.2	chr1	-	173521310	173535957	NM_001024721	BC094916
uc007drq.2	chr1	-	173591956	173599274	NM_001177349	Pydc4
uc011wwt.1	chr1	-	173591956	173599274	NM_001177350	Pydc4
uc007drr.2	chr1	+	173630858	173647928	NM_175026	Pyhin1
uc011wwu.1	chr1	+	173630858	173647928	BC107378	Pyhin1
uc007drt.1	chr1	+	173673679	173698392	NM_001162938	Pydc3
uc007dru.3	chr1	-	173723427	173741809	NM_001204910	AI607873
uc011www.2	chr1	-	173728881	173741809	BC150711	AI607873
uc007drv.1	chr1	-	173747293	173766919	NM_008329	Ifi204
uc029qut.1	chr1	-	173747293	173905631	CT010351	Ifi204
uc007dry.2	chr1	-	173857219	173868760	AK161717	Mndal
uc007drz.2	chr1	-	173857219	173880187	NM_001170853	Mndal
uc007dsa.2	chr1	-	173896340	173913127	NM_001033450	Mnda
uc007dsk.2	chr1	-	173962568	173982844	NM_011940	Ifi202b
uc011wwx.1	chr1	-	173962568	173982844	NM_008327	Ifi202b
uc033fod.1	chr1	-	173962568	174031755	JX945582	Ifi202b
uc007dsm.2	chr1	-	174011997	174031755	NM_172648	Ifi205
uc007dsn.2	chr1	+	174041932	174042936	NM_146717	Olfr433
uc007dso.1	chr1	+	174050374	174051313	NM_146716	Olfr432
uc007dsp.1	chr1	+	174069299	174070253	NM_146718	Olfr430
uc007dsq.2	chr1	+	174089037	174089980	NM_146722	Olfr429
uc007dsr.3	chr1	+	174099459	174100410	NM_001206926	Olfr427
uc007dss.3	chr1	-	174117090	174118014	NM_001005520	Olfr231
uc007dst.1	chr1	+	174136745	174137693	NM_146721	Olfr424
uc007dsv.2	chr1	+	174158721	174159767	NM_146305	Olfr420
uc007dsw.2	chr1	+	174172775	174248449	NM_011465	Spta1
uc007dsx.2	chr1	-	174249888	174250976	NM_146715	Olfr419
uc007dsy.2	chr1	+	174330517	174332877	NM_025470	Mptx1
uc007dsz.1	chr1	+	174368918	174369848	NM_207137	Olfr417
uc007dta.2	chr1	+	174391045	174392055	NM_146714	Olfr248
uc007dtb.2	chr1	+	174430429	174431384	NM_146761	Olfr414
uc011wwz.1	chr1	+	174448624	174449602	NM_207694	Olfr220
uc007dtd.2	chr1	+	174501824	174822729	NM_019445	Fmn2
uc011wxa.1	chr1	+	174608381	174666713	AF218940	Fmn2
uc011wxb.1	chr1	+	174608381	174822729	AK140268	Fmn2
uc007dtf.1	chr1	-	174833784	174921819	NM_011825	Grem2
uc033foe.1	chr1	-	174836774	174837281	CCDS15545	Grem2
uc007dth.2	chr1	-	175059075	175084097	DQ139289	Rgs7
uc007dti.2	chr1	-	175059075	175084097	DQ139285	Rgs7
uc007dtj.2	chr1	-	175059075	175086226	DQ139288	Rgs7
uc007dtl.2	chr1	-	175059075	175492545	NM_001199003	Rgs7
uc007dtk.2	chr1	-	175059075	175492545	NM_011880	Rgs7
uc007dtn.2	chr1	-	175601377	175625635	NM_010209	Fh1
uc007dto.1	chr1	+	175632192	175654098	AK158251	Kmo
uc007dtp.1	chr1	+	175632192	175660853	NM_133809	Kmo
uc011wxd.1	chr1	+	175632192	175660853	AK129011	Kmo
uc007dtq.2	chr1	-	175662420	175692632	NM_010098	Opn3
uc007dtr.2	chr1	-	175682237	175688353	NM_021350	Chml
uc011wxe.1	chr1	+	175698592	175815733	NM_029453	Wdr64
uc011wxf.1	chr1	+	175767005	175806042	AK015153	Wdr64
uc007dtu.2	chr1	+	175880777	175911396	NM_012012	Exo1
uc007dtv.2	chr1	-	175962305	176213942	NM_001195816	Pld5
uc007dtw.1	chr1	-	175962305	176275312	NM_176916	Pld5
uc007dty.3	chr1	-	175977776	175979114	BC132653	Rbm8a
uc007duc.1	chr1	-	176733652	176756983	AK172953	Cep170
uc007dud.1	chr1	-	176733652	176756983	BC038377	Cep170
uc033fog.1	chr1	-	176733652	176807124	NM_001099637	Cep170
uc011wxg.1	chr1	-	176772324	176772423	NR_029775	Mir350
uc007duh.2	chr1	+	176814659	176845497	AK017691	Sdccag8
uc007dui.2	chr1	+	176814659	176862114	BC025138	Sdccag8
uc007duj.2	chr1	+	176814659	177020432	NM_029756	Sdccag8
uc029quu.1	chr1	-	176834623	176836133	NR_037996	Hmga2-ps1
uc007duk.2	chr1	-	177022114	177248767	NM_011785	Akt3
uc007dul.2	chr1	+	177442406	177450764	BC050909	Zbtb18
uc007dun.2	chr1	+	177444660	177450764	NM_001012330	Zbtb18
uc011wxi.2	chr1	+	177445820	177450764	NM_013915	Zbtb18
uc007duq.2	chr1	-	177641541	177642943	NR_037994	2310043L19Rik
uc007dur.1	chr1	+	177729813	177753305	NM_027077	1700016C15Rik
uc007dut.1	chr1	-	177763177	177796509	NM_007422	Adss
uc007duu.1	chr1	-	177774617	177796509	AK043273	Adss
uc007duv.2	chr1	+	177991434	178048291	NM_001034899	Gm16432
uc007dux.1	chr1	+	178187416	178252597	NM_024282	Desi2
uc007duz.1	chr1	+	178319152	178322693	NM_025511	Cox20
uc007dvb.2	chr1	-	178322165	178337784	AK029944	Hnrnpu
uc011wxl.1	chr1	-	178328299	178337784	NM_016805	Hnrnpu
uc007dve.1	chr1	+	178405880	178483249	NM_026626	Efcab2
uc007dvh.2	chr1	+	178529124	178932857	NM_001161665	Kif26b
uc007dvj.1	chr1	-	178955038	179518003	NM_027188	Smyd3
uc007dvk.1	chr1	-	179395323	179518003	AK087728	Smyd3
uc007dvl.1	chr1	-	179528055	179546267	NM_008249	Tfb2m
uc007dvo.1	chr1	+	179546528	179627473	NM_146105	Cnst
uc007dvp.1	chr1	+	179668230	179687184	NM_178653	Sccpdh
uc011wxn.1	chr1	-	179744903	179804015	NM_026375	Ahctf1
uc007dvq.1	chr1	-	179746090	179754072	BC005735	Ahctf1
uc007dvw.2	chr1	+	179961088	180165602	NM_001033285	Cdc42bpa
uc007dvu.2	chr1	+	179961088	180165602	BC158095	Cdc42bpa
uc007dvx.2	chr1	-	180165237	180193485	NM_001163290	Adck3
uc007dvy.2	chr1	-	180165237	180196020	NM_023341	Adck3
uc007dwa.2	chr1	-	180227003	180230044	U57325	Psen2
uc007dwb.2	chr1	-	180227003	180245757	AF038935	Psen2
uc007dwc.3	chr1	-	180227003	180245950	NM_011183	Psen2
uc007dwd.2	chr1	-	180227003	180256300	NM_001128605	Psen2
uc007dwe.1	chr1	-	180232523	180256300	AK014706	Psen2
uc007dwf.1	chr1	-	180326968	180330549	NR_003623	Gm5069
uc007dwg.1	chr1	+	180330475	180423659	NM_001081175	Itpkb
uc007dwh.2	chr1	-	180432372	180483504	NM_001081227	6330403A02Rik
uc007dwi.1	chr1	+	180568974	180601254	NM_007415	Parp1
uc007dwk.3	chr1	+	180641149	180675028	BC099695	Lin9
uc007dwl.3	chr1	+	180641149	180681626	AK052618	Lin9
uc007dwm.3	chr1	+	180641149	180690687	NM_001103182	Lin9
uc007dwo.1	chr1	+	180679501	180690687	BC043691	Lin9
uc007dwp.1	chr1	-	180693047	180697034	NM_013729	Mixl1
uc007dwq.2	chr1	+	180726042	180754204	NM_133225	Acbd3
uc007dwr.2	chr1	-	180802559	180813605	NM_008210	H3f3a
uc007dws.2	chr1	-	180809747	180813605	AK160635	H3f3a
uc007dwt.1	chr1	+	180851150	180868114	NM_145943	Sde2
uc007dwu.2	chr1	+	180893107	180899107	NM_177099	Lefty2
uc007dwv.2	chr1	+	180904273	180908088	NM_133705	Pycr2
uc007dww.1	chr1	+	180935038	180938401	NM_010094	Lefty1
uc007dwx.1	chr1	+	180942517	180975104	NM_144794	Tmem63a
uc007dwy.1	chr1	+	180944081	180975104	BC014795	Tmem63a
uc007dwz.2	chr1	-	180989555	181017569	NM_010145	Ephx1
uc007dxa.1	chr1	+	181051236	181060667	NM_001033819	9130409I23Rik
uc007dxb.2	chr1	-	181087137	181144204	NM_026171	Nvl
uc007dxe.2	chr1	+	181150930	181168994	NM_030131	Cnih4
uc007dxf.2	chr1	-	181173225	181211978	NM_145514	Wdr26
uc007dxg.2	chr1	-	181198846	181211978	AK219748	Wdr26
uc007dxh.2	chr1	+	181352627	181460641	NM_028408	Cnih3
uc007dxi.2	chr1	+	181352627	181460641	NM_001160211	Cnih3
uc011wxs.1	chr1	+	181352627	181460641	NM_001160212	Cnih3
uc011wxt.1	chr1	-	181509632	181511451	NM_207280	Ccdc121
uc007dxn.2	chr1	-	181815314	181820052	AK089042	Lbr
uc007dxo.2	chr1	-	181815314	181842401	NM_133815	Lbr
uc007dxp.2	chr1	-	181896385	182019980	NM_008680	Enah
uc007dxq.2	chr1	-	181896385	182019980	NM_010135	Enah
uc007dxs.2	chr1	-	181896385	182019980	NM_001083121	Enah
uc007dxr.2	chr1	-	181896385	182019980	NM_001083120	Enah
uc007dxu.2	chr1	+	182124736	182132415	NM_012058	Srp9
uc011wxu.1	chr1	-	182157177	182158098	NM_001166728	Vmn1r1
uc007dxw.1	chr1	-	182275769	182282759	NM_007853	Degs1
uc007dxx.1	chr1	-	182278496	182282759	AK165352	Degs1
uc007dxz.2	chr1	+	182300833	182303289	NR_015458	1700047M11Rik
uc007dya.1	chr1	-	182313101	182318387	BC078447	Fbxo28
uc007dyb.1	chr1	-	182313101	182341606	NM_175127	Fbxo28
uc007dyc.1	chr1	+	182409166	182462436	NM_173378	Trp53bp2
uc007dyd.1	chr1	+	182442075	182462436	AK134556	Trp53bp2
uc007dye.2	chr1	-	182467258	182517483	NM_009794	Capn2
uc007dyh.2	chr1	+	182565006	182606526	NM_001145806	Capn8
uc007dyi.2	chr1	+	182565006	182632352	NM_130890	Capn8
uc011wxv.1	chr1	+	182565006	182632352	BC145055	Capn8
uc007dyj.1	chr1	-	182747125	182749180	NM_001033547	Ccdc185
uc007dyk.1	chr1	+	182764905	182895654	NM_144796	Susd4
uc007dyl.1	chr1	+	182954787	182976044	NM_016928	Tlr5
uc008icl.1	chr1	-	183086263	183221529	NM_026866	Disp1
uc008icq.1	chr1	-	183276341	183297008	NM_027861	Brox
uc008ics.1	chr1	-	183276341	183297256	AK162247	Brox
uc008ict.1	chr1	+	183297059	183322989	BC004835	Aida
uc008icu.2	chr1	+	183297059	183324501	NM_181732	Aida
uc029quz.1	chr1	+	183306290	183324501	AK085039	Aida
uc008icw.1	chr1	-	183326235	183369565	NM_177389	Mia3
uc008ida.2	chr1	+	183388884	183410206	NM_021466	Taf1a
uc012bop.2	chr1	+	183418469	183437053	NM_030175	Hhipl2
uc011wxw.1	chr1	-	184033031	184033998	NM_028516	1700056E22Rik
