Gene stable ID	Chromosome/scaffold name	Gene end (bp)	Gene start (bp)	Gene name	Strand
ENSG00000271266	3	72884679	72884234	LAPTM4BP2	1
ENSG00000172769	11	58406874	58402464	OR5B3	-1
ENSG00000235912	1	27649610	27649419	AL031729.1	1
ENSG00000233975	1	27662722	27660328	LINC02574	-1
ENSG00000231870	17	30571748	30567700	KRT17P3	-1
ENSG00000172365	11	58428121	58421264	OR5B2	-1
ENSG00000225475	1	56619549	56619409	AC099789.1	-1
ENSG00000270382	6	52657651	52657373	AL109918.2	1
ENSG00000226879	CHR_HSCHR6_MHC_DBB_CTG1	33057798	33057389	RPL32P1	1
ENSG00000162407	1	56645301	56494747	PLPP3	-1
ENSG00000229685	CHR_HSCHR6_MHC_DBB_CTG1	33058713	33042507	HLA-DPA1	-1
ENSG00000229212	15	85234795	85205440	AC044860.1	-1
ENSG00000216775	6	52669155	52664366	AL109918.1	1
ENSG00000176273	10	93956062	93893973	SLC35G1	1
ENSG00000225230	5	56910714	56900041	AC008937.1	-1
ENSG00000155542	5	56925532	56909260	SETD9	1
ENSG00000128604	7	128950035	128937612	IRF5	1
ENSG00000238234	CHR_HSCHR6_MHC_COX_CTG1	31052387	31045946	AL663093.2	1
ENSG00000259571	11	122116215	122115354	BLID	-1
ENSG00000279393	13	28497267	28495633	AL139005.1	1
ENSG00000272334	3	36973672	36973117	AC011816.2	-1
ENSG00000236165	3	36976840	36976316	PRADC1P1	1
ENSG00000223956	1	56415966	56414963	LINC01767	1
ENSG00000172362	11	58442758	58439077	OR5B12	-1
ENSG00000229432	CHR_HSCHR6_MHC_COX_CTG1	31105053	31103717	C6orf15	-1
ENSG00000259295	15	85213905	85191438	CSPG4P12	1
ENSG00000235472	13	28600052	28598833	EIF4A1P7	1
ENSG00000229871	1	56208456	56207567	RPSAP20	-1
ENSG00000237710	CHR_HSCHR6_MHC_DBB_CTG1	33065131	33053864	HLA-DPB1	1
ENSG00000224980	1	56586242	56585612	RPL23AP85	-1
ENSG00000224050	22	32277186	32273420	AL008723.1	1
ENSG00000235612	1	56155224	56145721	AL353681.1	1
ENSG00000166926	11	60396596	60334831	MS4A6E	1
ENSG00000273325	22	32285131	32284683	AL008723.3	1
ENSG00000175073	8	66667217	66628487	VCPIP1	-1
ENSG00000284686	1	56524495	56173433	AC119674.2	-1
ENSG00000137197	CHR_HSCHR6_MHC_COX_CTG1	31112941	31107584	CDSN	-1
ENSG00000136634	1	206772494	206767602	IL10	-1
ENSG00000236776	1	56538911	56538452	RPL21P23	1
ENSG00000260971	1	56477687	56154545	AC119674.1	-1
ENSG00000237165	CHR_HSCHR6_MHC_MCF_CTG1	31198966	31193614	CDSN	-1
ENSG00000229439	CHR_HSCHR6_MHC_QBL_CTG1	29489550	29489145	RPS17P1	-1
ENSG00000239641	3	142656745	142654784	PLS1-AS1	-1
ENSG00000224544	CHR_HSCHR6_MHC_COX_CTG1	31131862	31130046	PSORS1C2	-1
ENSG00000232902	CHR_HSCHR6_MHC_QBL_CTG1	29510429	29497383	BX000531.1	1
ENSG00000257283	12	93943603	93894965	AC012464.1	-1
ENSG00000166928	11	60417756	60378530	MS4A14	1
ENSG00000172986	3	72998138	72888073	GXYLT2	1
ENSG00000271382	12	93947813	93945041	AC012464.3	1
ENSG00000255299	11	58505758	58497888	AP003557.1	-1
ENSG00000227246	CHR_HSCHR6_MHC_MCF_CTG1	31217894	31216078	PSORS1C2	-1
ENSG00000235487	CHR_HSCHR6_MHC_COX_CTG1	31132550	31107244	PSORS1C1	1
ENSG00000251253	4	162323907	162322188	MTHFD2P4	1
ENSG00000226687	CHR_HSCHR6_MHC_QBL_CTG1	29533446	29529298	LINC01015	1
ENSG00000273176	22	35299541	35298838	AL008635.1	-1
ENSG00000257360	12	94141337	94140077	AC123567.1	1
ENSG00000229591	7	152121717	152120001	AC006017.1	-1
ENSG00000258416	14	79974169	79893080	AF123462.1	-1
ENSG00000248396	4	162522041	162521682	TOMM22P4	1
ENSG00000244274	20	45410610	45406057	DBNDD2	1
ENSG00000233734	CHR_HSCHR6_MHC_MCF_CTG1	31218582	31193274	PSORS1C1	1
ENSG00000248431	4	162742048	162740668	AC005150.1	1
ENSG00000228926	CHR_HSCHR6_MHC_SSTO_CTG1	31602108	31601835	UQCRHP1	-1
ENSG00000132963	13	28678925	28659104	POMP	1
ENSG00000251123	4	162985416	162984795	AC084752.1	1
ENSG00000278839	CHR_HSCHR5_2_CTG1_1	69726961	69709074	SERF1B	-1
ENSG00000255423	3	73063337	73061659	EBLN2	1
ENSG00000139354	12	100628286	100573683	GAS2L3	1
ENSG00000211448	14	80387757	80197527	DIO2	-1
ENSG00000284486	1	206770575	206767602	AL513315.1	-1
ENSG00000163605	3	73069199	72996785	PPP4R2	1
ENSG00000250027	4	163119965	163108785	AC022272.1	1
ENSG00000235588	CHR_HSCHR6_MHC_SSTO_CTG1	31607772	31605935	AIF1	1
ENSG00000145414	4	163166921	163110073	NAF1	-1
ENSG00000138767	4	77819615	77713387	CNOT6L	-1
ENSG00000234626	22	32343105	32327171	AL021937.3	-1
ENSG00000142224	1	206842981	206798870	IL19	1
ENSG00000235926	7	100928540	100928370	RPS29P15	1
ENSG00000166340	11	6619485	6612763	TPP1	-1
ENSG00000241026	8	22390655	22389865	AC105910.1	-1
ENSG00000260100	9	37079776	37078813	AL512604.3	-1
ENSG00000226407	10	33864723	33864313	RPL23P11	1
ENSG00000223470	10	33917804	33909238	AL117338.1	1
ENSG00000198283	11	58508105	58507175	OR5B21	-1
ENSG00000281649	9	37090507	37079857	EBLN3P	1
ENSG00000258766	14	80455469	80211419	DIO2-AS1	1
ENSG00000277463	17	62626453	62626031	AC080038.2	1
ENSG00000274565	17	62627590	62626437	AC080038.1	-1
ENSG00000279713	17	62681354	62679403	AC080038.3	-1
ENSG00000090989	4	55905034	55853616	EXOC1	1
ENSG00000242960	3	72929593	72929044	FTH1P23	1
ENSG00000011028	17	62693597	62627401	MRC2	1
ENSG00000257803	12	100580197	100578744	AC010200.1	1
ENSG00000272886	3	53347610	53283428	DCP1A	-1
ENSG00000280415	12	125861119	125858862	AC005252.3	1
ENSG00000112077	6	49636884	49605158	RHAG	-1
ENSG00000138032	2	44244384	44167969	PPM1B	1
ENSG00000271184	12	125901483	125900421	AC005252.1	-1
ENSG00000249267	12	125983374	125958688	LINC00939	-1
ENSG00000120949	1	12144207	12063377	TNFRSF8	1
ENSG00000250547	4	163266583	163265575	AC079238.1	-1
ENSG00000263280	16	2867618	2866348	AC003965.1	-1
ENSG00000162891	1	206869223	206865354	IL20	1
ENSG00000224541	21	26175824	26158091	AP001439.1	1
ENSG00000273492	21	26217381	26170871	AP000229.1	1
ENSG00000224545	7	131520503	131520137	AC008264.1	1
ENSG00000143079	1	112463456	112396181	CTTNBP2NL	1
ENSG00000128567	7	131558217	131500262	PODXL	-1
ENSG00000234551	13	103427685	103425200	LINC01309	1
ENSG00000168538	4	183713594	183659267	TRAPPC11	1
ENSG00000230474	13	103444968	103444620	ATP6V1G1P7	-1
ENSG00000225823	13	104815069	104814327	RPL7P45	1
ENSG00000018699	2	32821051	32628032	TTC27	1
ENSG00000232307	13	105505681	105459055	DAOA-AS1	-1
ENSG00000182346	13	105491034	105465867	DAOA	1
ENSG00000250012	3	126095349	126084220	AC079848.1	1
ENSG00000237899	1	40687588	40669089	AL031289.1	-1
ENSG00000166927	11	60395951	60378482	MS4A7	1
ENSG00000271916	3	53798019	53797764	AC012467.1	-1
ENSG00000227224	3	53475089	53474700	AC092035.1	-1
ENSG00000280927	4	1218591	1210120	CTBP1-AS	1
ENSG00000275212	12	126043485	125983702	AC005186.1	1
ENSG00000016391	3	53846390	53812335	CHDH	-1
ENSG00000196810	4	1288291	1249300	CTBP1-DT	1
ENSG00000280364	12	126107047	126106459	AC005858.2	-1
ENSG00000162892	1	206904139	206897443	IL24	1
ENSG00000280272	12	126142377	126141952	AC005858.1	1
ENSG00000284848	12	126177632	126095992	LINC02359	1
ENSG00000263271	17	81461937	81461013	AC110285.4	-1
ENSG00000266074	17	81466332	81395475	BAHCC1	1
ENSG00000258035	12	94186044	94168006	AC123567.2	-1
ENSG00000258365	12	94282844	94277758	AC073655.2	-1
ENSG00000235390	15	45321692	45321077	AC051619.1	-1
ENSG00000249725	3	133037052	133015004	AC079942.1	-1
ENSG00000269534	19	48127706	48118432	AC011466.3	1
ENSG00000280398	12	126130865	126130166	AC005858.3	-1
ENSG00000259433	15	45332634	45330209	AC051619.3	-1
ENSG00000224894	CHR_HSCHR6_MHC_QBL_CTG1	29538442	29537652	GPR53P	-1
ENSG00000258172	12	94277195	94272150	AC073655.1	-1
ENSG00000231973	CHR_HSCHR6_MHC_QBL_CTG1	29554071	29553124	OR2I1P	1
ENSG00000256494	12	126405528	126400792	AC007368.2	-1
ENSG00000136040	12	94307675	94148723	PLXNC1	1
ENSG00000255595	12	126434227	126191151	AC007368.1	1
ENSG00000162076	16	2899382	2883186	FLYWCH2	1
ENSG00000105486	19	48170603	48115445	LIG1	-1
ENSG00000237176	12	59812576	59812102	AC079905.1	1
ENSG00000257294	12	60096071	60092864	AC080011.1	1
ENSG00000213188	7	152129686	152128879	YBX1P4	1
ENSG00000227875	1	12080547	12080293	RPL23AP89	-1
ENSG00000239397	12	46004685	46004038	AC084878.1	-1
ENSG00000233123	7	101569006	101562779	LINC01007	-1
ENSG00000173992	11	66606019	66592821	CCS	1
ENSG00000249993	3	133455776	133429269	BFSP2-AS1	-1
ENSG00000279692	17	81397144	81395609	AC110285.7	-1
ENSG00000278200	17	81481570	81480523	LINC01971	-1
ENSG00000164093	4	110642123	110617423	PITX2	-1
ENSG00000231370	CHR_HSCHR6_MHC_DBB_CTG1	31619942	31602891	PRRC2A	1
ENSG00000144868	3	133397792	133038391	TMEM108	1
ENSG00000188388	15	85247170	85240472	GOLGA6L3	1
ENSG00000106436	7	101629296	101613325	MYL10	-1
ENSG00000197249	14	94390693	94376747	SERPINA1	-1
ENSG00000213261	7	131662624	131661952	EEF1B2P6	-1
ENSG00000174827	1	145708148	145670852	PDZK1	-1
ENSG00000236238	7	131665858	131665507	AC093106.1	1
ENSG00000236395	7	131702653	131702269	AC093106.2	-1
ENSG00000236281	7	131754252	131753746	NDUFB9P2	-1
ENSG00000233263	7	131893615	131892616	AC009518.2	-1
ENSG00000182921	3	73183291	73182501	CCDC75P1	-1
ENSG00000236386	7	131894074	131893822	AC009518.3	1
ENSG00000230863	1	75642087	75641346	AL096829.2	-1
ENSG00000224865	7	131948953	131897641	AC009518.1	1
ENSG00000264943	17	30625494	30624413	SH3GL1P2	1
ENSG00000178193	1	75724011	75710003	AL357314.1	-1
ENSG00000231421	17	30577000	30573471	AC011840.1	-1
ENSG00000238262	11	132285081	132284302	NTM-IT	1
ENSG00000250462	17	30637466	30629680	LRRC37BP1	1
ENSG00000237654	11	131540867	131502759	AP003025.2	-1
ENSG00000272145	1	40692066	40690380	NFYC-AS1	-1
ENSG00000254806	20	45410610	45363200	SYS1-DBNDD2	1
ENSG00000273609	17	30617790	30617680	AC005562.2	-1
ENSG00000214719	17	30672789	30576464	AC005562.1	1
ENSG00000226662	1	27687471	27686810	CHMP1AP1	-1
ENSG00000224700	11	131984661	131981096	AP000844.1	-1
ENSG00000144481	2	234019522	233917398	TRPM8	1
ENSG00000225886	1	27703063	27669468	AL445490.1	1
ENSG00000271624	11	131771638	131770795	AP004372.1	-1
ENSG00000066136	1	40771603	40691648	NFYC	1
ENSG00000182667	11	132336822	131370478	NTM	1
ENSG00000126709	1	27672218	27666061	IFI6	-1
ENSG00000248121	17	30615980	30600796	SMURF2P1	1
ENSG00000255379	11	108822650	108822333	CYCSP29	-1
ENSG00000228515	CHR_HSCHR6_MHC_DBB_CTG1	29487832	29486696	MAS1L	-1
ENSG00000254730	11	108730104	108727741	AP002453.1	-1
ENSG00000273483	1	112518441	112517799	AL354760.1	-1
ENSG00000178105	11	108940930	108665025	DDX10	1
ENSG00000116489	1	112671619	112619173	CAPZA1	1
ENSG00000183476	15	78104909	78077808	SH2D7	1
ENSG00000232880	20	45388705	45388347	NDUFB4P10	-1
ENSG00000164241	5	127073492	127042558	C5orf63	-1
ENSG00000204070	20	45376798	45361937	SYS1	1
ENSG00000260988	15	78143173	78141243	AC090260.1	1
ENSG00000182791	11	66593083	66590176	CCDC87	-1
ENSG00000103740	15	78245688	78167468	ACSBG1	-1
ENSG00000094631	X	48824982	48801377	HDAC6	1
ENSG00000205002	8	116944487	116938199	AARD	1
ENSG00000278376	11	118793137	118791254	AP004609.3	1
ENSG00000137955	1	75795079	75786197	RABGGTB	1
ENSG00000110367	11	118791149	118747766	DDX6	-1
ENSG00000174953	3	154324497	154272546	DHX36	-1
ENSG00000186141	1	145842505	145824088	POLR3C	1
ENSG00000271667	2	116687387	116687218	AC104408.1	-1
ENSG00000224869	2	116726771	116726453	AC062016.1	-1
ENSG00000254337	8	68852763	68848742	AC083967.1	-1
ENSG00000273106	2	44168859	44167625	AC019129.2	-1
ENSG00000226341	2	116751648	116751158	MTCYBP39	1
ENSG00000235871	2	116818761	116818086	AC062016.2	1
ENSG00000230158	2	117024867	117023918	MTND1P28	1
ENSG00000253658	8	69104190	68911803	LINC01592	-1
ENSG00000251011	3	133257188	133246106	TMEM108-AS1	-1
ENSG00000170929	19	9095669	9087061	OR1M1	1
ENSG00000280455	13	105702689	105690429	AL359745.1	1
ENSG00000154485	10	125775821	125766453	MMP21	-1
ENSG00000230950	2	117026118	117025077	MTND2P21	1
ENSG00000249820	3	133410843	133409955	AC055753.1	1
ENSG00000228898	2	117027024	117026537	MTCO1P43	1
ENSG00000170819	3	133475222	133399995	BFSP2	1
ENSG00000271680	1	206906393	206905928	AC098935.2	1
ENSG00000226945	1	206908229	206907619	AC098935.1	1
ENSG00000279446	5	127075604	127073587	AC005915.1	1
ENSG00000162894	1	206923247	206904386	FCMR	-1
ENSG00000226620	13	105764440	105704280	LINC00343	1
ENSG00000134245	1	112530165	112466541	WNT2B	1
ENSG00000231340	X	53143913	53142832	ACTG1P10	-1
ENSG00000232593	X	53170914	53094145	KANTR	1
ENSG00000096092	6	52686588	52671109	TMEM14A	1
ENSG00000227291	2	117181562	117180892	AC092170.1	-1
ENSG00000238207	2	117804174	117757563	AC009312.1	-1
ENSG00000205790	19	4685948	4679282	DPP9-AS1	1
ENSG00000270927	1	29905357	29904865	AL645944.1	-1
ENSG00000234019	X	53094858	53093710	AL591212.1	-1
ENSG00000214743	5	127143247	127143082	MRPS5P3	-1
ENSG00000233399	1	30037612	30013952	LINC01648	-1
ENSG00000227329	X	53164557	53164391	AL139396.1	-1
ENSG00000250080	5	127172266	127170535	AC011416.1	-1
ENSG00000235224	X	53113274	53113018	AL591212.2	-1
ENSG00000173588	12	94459988	94306449	CEP83	-1
ENSG00000271585	5	127177050	127176696	SELENOTP2	-1
ENSG00000234093	1	44780715	44780331	RPS15AP11	-1
ENSG00000233372	1	30141607	30140263	AL137076.1	1
ENSG00000250956	5	127179900	127179756	AC011416.2	-1
ENSG00000231251	1	30226615	30226523	AL021921.1	1
ENSG00000249400	5	123469429	123468781	HMGB3P17	-1
ENSG00000204644	6	29681110	29672392	ZFP57	-1
ENSG00000124251	20	45407889	45372563	TP53TG5	-1
ENSG00000142959	1	44787705	44783585	BEST4	-1
ENSG00000253271	8	117056145	117055818	AC027419.1	1
ENSG00000253622	8	117130299	117128455	AC027419.2	1
ENSG00000135063	9	69392558	69324567	FAM189A2	1
ENSG00000110031	11	58578220	58526871	LPXN	-1
ENSG00000164756	8	117176714	116950273	SLC30A8	1
ENSG00000163161	2	127294176	127257290	ERCC3	-1
ENSG00000235299	1	112626224	112625906	MRPL53P1	-1
ENSG00000007341	1	112620825	112523518	ST7L	-1
ENSG00000145794	5	127465737	127290831	MEGF10	1
ENSG00000205765	5	41921636	41904188	C5orf51	1
ENSG00000235573	22	31113396	31113017	AC005005.2	1
ENSG00000117281	1	145739288	145719471	CD160	1
ENSG00000230736	22	32384343	32376664	AL021937.1	1
ENSG00000198832	22	31120069	31104772	SELENOM	-1
ENSG00000173846	1	44805990	44800225	PLK3	1
ENSG00000271093	22	32356988	32356676	IGLCOR22-2	-1
ENSG00000240403	19	54867207	54850443	KIR3DL2	1
ENSG00000128276	22	32361161	32354885	RFPL3	1
ENSG00000270591	14	103763277	103762803	AL049840.6	1
ENSG00000258184	12	60216384	60215994	AC087883.1	1
ENSG00000088808	14	103847590	103733752	PPP1R13B	-1
ENSG00000257865	12	60419293	60418983	AC090022.1	1
ENSG00000162896	1	206946466	206928518	PIGR	-1
ENSG00000257308	12	61232937	61231159	AC090017.1	-1
ENSG00000258336	12	61600843	61600067	DUX4L52	-1
ENSG00000255422	11	118750263	118700427	AP002954.1	1
ENSG00000279772	5	123509187	123508736	AC026422.1	-1
ENSG00000236863	1	235296335	235295865	RPL23AP23	1
ENSG00000236082	11	131573600	131546662	AP003025.1	-1
ENSG00000166411	15	78171949	78131498	IDH3A	1
ENSG00000229795	1	235433231	235432985	RPS21P1	1
ENSG00000238117	11	131897108	131877680	AP000844.2	-1
ENSG00000180764	10	93961540	93958191	PIPSL	-1
ENSG00000285177	1	235367366	235366353	AL357556.4	-1
ENSG00000265491	1	145824077	145738868	RNF115	-1
ENSG00000224795	11	131663583	131662131	NTM-AS1	-1
ENSG00000230975	2	80870190	80699388	AC012355.1	-1
ENSG00000227962	1	235337087	235336806	AL391994.1	1
ENSG00000243519	22	32377135	32376682	IGLVIVOR22-2	1
ENSG00000205853	22	32382052	32359906	RFPL3S	-1
ENSG00000234429	2	81201184	81194337	AC105342.1	-1
ENSG00000162885	1	235504481	235449923	B3GALNT2	-1
ENSG00000167618	19	54510687	54497879	LAIR2	1
ENSG00000253958	8	8704106	8701938	CLDN23	1
ENSG00000139508	13	28718970	28700064	SLC46A3	-1
ENSG00000257198	9	34838586	34832295	FAM205BP	-1
ENSG00000284717	8	8719536	8714055	AC087269.2	-1
ENSG00000241954	22	32385631	32383786	AL021937.4	1
ENSG00000254367	8	8782479	8723693	AC087269.1	-1
ENSG00000170923	19	9107475	9100407	OR7G2	-1
ENSG00000187791	9	34895778	34889064	FAM205C	-1
ENSG00000240698	11	108690956	108690289	RPS2P39	-1
ENSG00000127483	1	20787323	20742661	HP1BP3	-1
ENSG00000236208	10	49299018	49296112	C10orf71-AS1	-1
ENSG00000196724	19	57935393	57921884	ZNF418	-1
ENSG00000226993	CHR_HSCHR6_MHC_COX_CTG1	31133422	31133236	POLR2LP1	1
ENSG00000276960	6	160757518	160755398	AL109933.4	-1
ENSG00000231722	2	81419302	81418723	AC012075.1	-1
ENSG00000161807	19	9115763	9114828	OR7G1	-1
ENSG00000274903	6	160783214	160773988	AL109933.3	1
ENSG00000235519	2	81467468	81461358	LINC01815	-1
ENSG00000275787	19	9122492	9122160	OR7G15P	-1
ENSG00000220913	6	160913638	160905770	AL391361.1	1
ENSG00000270178	3	179804366	179804063	AC007687.1	1
ENSG00000162897	1	206970625	206957965	FCAMR	-1
ENSG00000177354	10	49327487	49299193	C10orf71	1
ENSG00000249330	4	46433188	46390255	AC095060.1	1
ENSG00000185245	17	4935030	4932297	GP1BA	1
ENSG00000223769	CHR_HSCHR6_MHC_DBB_CTG1	29489606	29489201	RPS17P1	-1
ENSG00000224371	6	160918649	160872888	AL391361.2	-1
ENSG00000232356	CHR_HSCHR6_MHC_DBB_CTG1	29510486	29497439	CR388393.1	1
ENSG00000151834	4	46475230	46248427	GABRA2	-1
ENSG00000237581	2	233955435	233946146	AC005538.1	-1
ENSG00000224446	CHR_HSCHR6_MHC_DBB_CTG1	29533502	29529354	LINC01015	1
ENSG00000170920	19	9126950	9126012	OR7G3	-1
ENSG00000131788	1	145859836	145848522	PIAS3	-1
ENSG00000188396	1	44806675	44805913	TCTEX1D4	-1
ENSG00000225274	CHR_HSCHR6_MHC_DBB_CTG1	29538721	29537638	GPR53P	-1
ENSG00000259772	15	31230838	31221999	AC012236.1	-1
ENSG00000231169	15	52505862	52505191	EEF1B2P1	1
ENSG00000213016	19	54522031	54521723	AC245036.1	1
ENSG00000214301	3	133491505	133490824	AC022296.1	1
ENSG00000237725	CHR_HSCHR6_MHC_DBB_CTG1	29554116	29553169	OR2I1P	1
ENSG00000147324	8	8893645	8783354	MFHAS1	-1
ENSG00000213250	12	94424969	94423744	RBMS2P1	-1
ENSG00000135148	12	112153609	112125501	TRAFD1	1
ENSG00000181227	1	75744776	75743423	DLSTP1	-1
ENSG00000197535	15	52529050	52307283	MYO5A	-1
ENSG00000267065	17	76807102	76799044	LINC02080	1
ENSG00000285053	1	235448952	235328570	TBCE	1
ENSG00000028137	1	12209228	12167003	TNFRSF1B	1
ENSG00000117054	1	75787575	75724347	ACADM	1
ENSG00000259448	15	31224445	31216020	LINC02352	1
ENSG00000104970	19	54545771	54532692	KIR3DX1	1
ENSG00000233916	6	29708547	29708125	ZDHHC20P1	-1
ENSG00000100591	14	77469474	77457870	AHSA1	1
ENSG00000164128	4	163344832	163323961	NPY1R	-1
ENSG00000228553	10	94227288	94225160	AL389885.1	-1
ENSG00000234724	10	94139500	94137748	HDAC1P1	1
ENSG00000113721	5	150155872	150113837	PDGFRB	-1
ENSG00000231575	10	94121107	94109116	AL139118.1	1
ENSG00000268894	10	94287478	94279277	PLCE1-AS1	-1
ENSG00000229532	7	132087992	132086266	AC105443.1	1
ENSG00000171763	15	45421419	45402331	SPATA5L1	1
ENSG00000078549	7	31111479	31052461	ADCYAP1R1	1
ENSG00000261706	21	44995185	44994362	LINC00165	-1
ENSG00000232913	10	94108814	94081950	PLCE1-AS2	-1
ENSG00000213779	11	17194308	17193489	AC107956.2	1
ENSG00000218052	15	85330334	85255369	ADAMTS7P4	-1
ENSG00000275874	21	45004727	44999208	PICSAR	-1
ENSG00000011405	11	17207983	17077730	PIK3C2A	-1
ENSG00000269321	19	48147413	48145908	AC011466.2	1
ENSG00000224280	7	16586757	16583782	AC005014.1	-1
ENSG00000115216	2	27442259	27427790	NRBP1	1
ENSG00000233015	20	21743077	21742303	SLC25A6P1	-1
ENSG00000272361	7	16594224	16593626	AC005014.2	-1
ENSG00000259317	15	85272974	85272527	AC044860.3	1
ENSG00000182795	1	207032756	207018521	C1orf116	-1
ENSG00000164129	4	163351934	163343939	NPY5R	1
ENSG00000227063	20	21755350	21755270	RPL41P1	1
ENSG00000054267	1	235328219	235131634	ARID4B	-1
ENSG00000238034	20	21970783	21947647	AL109807.1	1
ENSG00000273450	10	94315327	94314907	AL139124.1	-1
ENSG00000125753	19	45526983	45506579	VASP	1
ENSG00000234435	20	22074654	22054090	LINC01432	1
ENSG00000138193	10	94332823	94030812	PLCE1	1
ENSG00000225144	7	132271269	132264152	AC018643.1	1
ENSG00000223436	7	132367976	132352334	AC011625.1	1
ENSG00000106524	7	16645817	16599776	ANKMY2	-1
ENSG00000221866	7	132648688	132123332	PLXNA4	-1
ENSG00000270040	1	39206957	39206512	AL356055.1	1
ENSG00000217897	1	39304898	39304294	HSPE1P8	-1
ENSG00000144935	3	142807888	142724074	TRPC1	1
ENSG00000171766	15	45402327	45361124	GATM	-1
ENSG00000180667	1	207052980	207043849	YOD1	-1
ENSG00000127603	1	39487177	39081316	MACF1	1
ENSG00000171476	4	56681899	56647988	HOPX	-1
ENSG00000240808	11	17138265	17137976	AC126389.1	-1
ENSG00000110700	11	17077787	17074389	RPS13	-1
ENSG00000186364	1	145848953	145845629	NUDT17	1
ENSG00000234862	20	22223283	22220554	AL035258.1	1
ENSG00000250406	4	144874787	144851572	AC109811.1	1
ENSG00000140326	15	42737128	42723544	CDAN1	-1
ENSG00000123836	1	207081024	207034366	PFKFB2	1
ENSG00000188612	17	75182983	75165586	SUMO2	-1
ENSG00000225321	20	22284029	22263065	LINC01427	-1
ENSG00000251452	4	144921164	144920713	AC109811.2	-1
ENSG00000164163	4	145129179	145097932	ABCE1	1
ENSG00000280099	1	85154203	85152487	AL603750.1	-1
ENSG00000225170	20	22273454	22272052	AL049737.1	-1
ENSG00000151445	14	77457952	77426675	VIPAS39	-1
ENSG00000097096	1	85201046	85156873	SYDE2	-1
ENSG00000258914	14	103877478	103875055	AL132712.2	1
ENSG00000258534	14	103880111	103854366	AL132712.1	-1
ENSG00000258735	14	103858049	103847721	LINC00637	1
ENSG00000198483	1	145885866	145866560	ANKRD35	-1
ENSG00000162642	1	85259672	85249953	C1orf52	-1
ENSG00000225457	7	113146330	113100663	AC073346.1	1
ENSG00000263786	17	75146546	75145261	AC022211.1	-1
ENSG00000214194	7	113118613	113116718	SMIM30	-1
ENSG00000265800	17	75141350	75138416	AC022211.3	-1
ENSG00000165606	10	49396016	49364181	DRGX	-1
ENSG00000189159	17	75168281	75135248	JPT1	-1
ENSG00000239677	3	73626796	73621713	PDZRN3-AS1	1
ENSG00000275672	15	45380123	45378700	AC025580.3	1
ENSG00000196570	5	177400636	177400107	PFN3	-1
ENSG00000267535	17	76861836	76850176	LINC00868	1
ENSG00000267857	21	45101094	45100487	AL133499.1	-1
ENSG00000278934	3	73627626	73624410	AC117489.1	1
ENSG00000238120	22	45605621	45604432	LINC01589	-1
ENSG00000235374	21	45074165	45070952	SSR4P1	-1
ENSG00000121440	3	73624940	73382433	PDZRN3	-1
ENSG00000197381	21	45226560	45073853	ADARB1	1
ENSG00000173914	11	66677921	66664998	RBM4B	-1
ENSG00000130803	19	9163424	9140380	ZNF317	1
ENSG00000283897	5	127229809	127215159	AC011416.3	-1
